timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,volume_delta
2024-11-27 10:00:00,93403.49000000,93885.60000000,93353.82000000,93821.35000000,1020.37533000,1732705199999,95563881.43222400,210265,517.50101,48471221.6191937,0,-48470704.1181837
2024-11-27 11:00:00,93821.35000000,93823.34000000,93316.87000000,93367.99000000,927.71240000,1732708799999,86764494.59363780,207140,436.82555,40854913.7605237,0,-40854476.9349737
2024-11-27 12:00:00,93367.99000000,93500.00000000,92847.84000000,93499.99000000,1362.34844000,1732712399999,126917747.52543950,250007,651.01723,60657306.662959,0,-60656655.645729005
2024-11-27 13:00:00,93499.99000000,94264.00000000,93416.00000000,94264.00000000,1732.88941000,1732715999999,162511581.83498980,309505,924.56467,86728019.0247797,0,-86727094.46010971
2024-11-27 14:00:00,94264.00000000,94885.00000000,94106.74000000,94833.41000000,2687.68780000,1732719599999,253984892.38955610,459927,1403.46287,132642634.2224694,0,-132641230.7595994
2024-11-27 15:00:00,94833.42000000,95850.00000000,94316.00000000,95556.01000000,4085.67328000,1732723199999,388698360.74593780,610184,2271.65683,216176280.4206314,0,-216174008.7638014
2024-11-27 16:00:00,95556.00000000,96333.10000000,95184.79000000,95689.19000000,3735.98049000,1732726799999,357926238.25429160,611204,1731.48414,165935069.375874,0,-165933337.891734
2024-11-27 17:00:00,95689.18000000,96300.00000000,95300.90000000,96247.24000000,2172.15499000,1732730399999,208248992.04098050,372712,953.20994,91393025.4387805,0,-91392072.2288405
2024-11-27 18:00:00,96247.24000000,96539.33000000,96004.00000000,96119.51000000,2183.10482000,1732733999999,210121580.62190420,369767,875.23602,84244616.8420284,0,-84243741.6060084
2024-11-27 19:00:00,96119.51000000,96631.68000000,95893.13000000,96627.99000000,1434.64526000,1732737599999,138143960.95458740,313939,667.18481,64248465.3022059,0,-64247798.1173959
2024-11-27 20:00:00,96627.99000000,97208.21000000,96312.01000000,96482.75000000,2769.17906000,1732741199999,268094054.99490830,399359,1514.97264,146680474.8650929,0,-146678959.8924529
2024-11-27 21:00:00,96482.96000000,96595.00000000,96052.39000000,96267.86000000,1587.26456000,1732744799999,152850974.53416080,203525,742.24604,71470727.1820332,0,-71469984.9359932
2024-11-27 22:00:00,96267.87000000,96520.00000000,96035.00000000,96047.47000000,1228.85624000,1732748399999,118289739.81569410,132920,584.44841,56262750.3198319,0,-56262165.8714219
2024-11-27 23:00:00,96047.47000000,96183.01000000,95731.72000000,95863.11000000,1783.77880000,1732751999999,171114507.84411110,180761,938.2595,90002549.5259095,0,-90001611.2664095
2024-11-28 00:00:00,95863.11000000,96564.00000000,95722.22000000,96552.01000000,1430.37340000,1732755599999,137398308.10100850,226507,715.70911,68759218.3448316,0,-68758502.6357216
2024-11-28 01:00:00,96552.00000000,96552.52000000,96084.00000000,96273.95000000,1230.16331000,1732759199999,118386550.15020550,186255,572.16242,55062146.8263736,0,-55061574.6639536
2024-11-28 02:00:00,96273.94000000,96439.69000000,95624.01000000,95699.79000000,1574.70118000,1732762799999,151409573.31769020,173166,680.94048,65491191.9023031,0,-65490510.9618231
2024-11-28 03:00:00,95699.79000000,95789.33000000,94822.54000000,95471.43000000,2040.46488000,1732766399999,194445083.44583220,291902,974.34458,92839423.1430894,0,-92838448.7985094
2024-11-28 04:00:00,95471.44000000,95840.65000000,95338.08000000,95742.72000000,1348.18004000,1732769999999,128937748.88400030,162099,729.10314,69736575.5760111,0,-69735846.47287111
2024-11-28 05:00:00,95742.73000000,95922.39000000,95350.22000000,95443.43000000,1214.96792000,1732773599999,116167936.41332990,125169,630.71325,60313112.8523813,0,-60312482.1391313
2024-11-28 06:00:00,95443.44000000,95692.00000000,95063.15000000,95479.07000000,1427.20010000,1732777199999,136126475.07182150,151439,739.98426,70582827.0498743,0,-70582087.06561431
2024-11-28 07:00:00,95479.07000000,95757.08000000,95218.01000000,95299.66000000,1024.65086000,1732780799999,97923634.85912090,148230,499.17615,47715211.0841871,0,-47714711.908037096
2024-11-28 08:00:00,95299.66000000,95615.45000000,95090.00000000,95456.01000000,929.59955000,1732784399999,88648176.64422670,151378,485.42737,46297284.2345471,0,-46296798.807177104
2024-11-28 09:00:00,95456.02000000,95507.62000000,94940.10000000,94976.00000000,872.54696000,1732787999999,83074450.04098010,132683,342.81245,32640358.8866325,0,-32640016.0741825
2024-11-28 10:00:00,94976.00000000,95149.61000000,94640.00000000,94958.74000000,1675.94679000,1732791599999,159045616.85519250,227374,766.09251,72694803.9641266,0,-72694037.8716166
2024-11-28 11:00:00,94958.74000000,95780.00000000,94760.84000000,95452.01000000,1273.93260000,1732795199999,121321808.82943410,261315,668.61978,63686055.4551734,0,-63685386.83539341
2024-11-28 12:00:00,95452.00000000,95688.68000000,95204.00000000,95484.01000000,928.57105000,1732798799999,88617954.17160860,225820,433.96751,41425606.9694843,0,-41425173.0019743
2024-11-28 13:00:00,95484.01000000,95777.76000000,95025.13000000,95711.25000000,1160.45403000,1732802399999,110660795.02636100,325394,619.52247,59090962.1159084,0,-59090342.5934384
2024-11-28 14:00:00,95711.24000000,96221.80000000,95359.18000000,95376.04000000,1807.71904000,1732805999999,173066156.70075060,460994,906.75287,86830772.0959298,0,-86829865.34305981
2024-11-28 15:00:00,95376.03000000,95508.94000000,94900.00000000,95007.14000000,1651.54390000,1732809599999,157228525.72060650,402777,809.67956,77086083.6814364,0,-77085274.0018764
2024-11-28 16:00:00,95007.15000000,95308.00000000,94817.00000000,94972.00000000,1029.97590000,1732813199999,97946779.00795310,284580,483.82186,46009581.1979628,0,-46009097.3761028
2024-11-28 17:00:00,94972.00000000,95240.00000000,94821.77000000,94864.31000000,1122.59940000,1732816799999,106705912.61350370,208544,762.41778,72471651.6567483,0,-72470889.2389683
2024-11-28 18:00:00,94864.32000000,95329.58000000,94854.16000000,95290.21000000,811.99521000,1732820399999,77247076.80269340,149334,512.21319,48726899.313051,0,-48726387.099861
2024-11-28 19:00:00,95290.21000000,95435.68000000,95024.00000000,95119.48000000,714.25570000,1732823999999,67978063.51753570,129754,330.42063,31456962.8773452,0,-31456632.4567152
2024-11-28 20:00:00,95119.48000000,95131.53000000,94698.00000000,94820.01000000,810.83116000,1732827599999,76905821.22637030,120740,487.13996,46198253.5774408,0,-46197766.4374808
2024-11-28 21:00:00,94820.00000000,95164.00000000,94809.52000000,95099.99000000,1023.53283000,1732831199999,97259481.32730520,129308,578.77879,55008092.9510122,0,-55007514.172222205
2024-11-28 22:00:00,95100.00000000,95651.82000000,95008.22000000,95651.79000000,907.44782000,1732834799999,86495778.81751940,144467,624.23578,59488780.6159732,0,-59488156.380193196
2024-11-28 23:00:00,95651.78000000,96023.48000000,95530.24000000,95643.98000000,802.88994000,1732838399999,76863883.71455990,168932,451.65731,43239984.7033712,0,-43239533.046061195
2024-11-29 00:00:00,95643.99000000,95825.40000000,95364.99000000,95476.01000000,643.65307000,1732841999999,61534054.19656400,164468,321.37433,30726635.202132,0,-30726313.827802002
2024-11-29 01:00:00,95476.00000000,95970.56000000,95407.20000000,95920.00000000,542.26396000,1732845599999,51875616.29679500,152723,287.98853,27552797.2538624,0,-27552509.2653324
2024-11-29 02:00:00,95920.01000000,96859.00000000,95903.93000000,96739.98000000,1265.34857000,1732849199999,122071261.49985100,221966,754.30899,72762270.5394937,0,-72761516.2305037
2024-11-29 03:00:00,96739.99000000,96812.24000000,96436.51000000,96590.36000000,757.51091000,1732852799999,73191849.96047610,134172,303.72758,29345370.050235,0,-29345066.322655
2024-11-29 04:00:00,96590.35000000,96630.09000000,96236.99000000,96263.83000000,589.10252000,1732856399999,56787218.28541550,88708,252.99901,24383275.3485873,0,-24383022.3495773
2024-11-29 05:00:00,96263.84000000,96540.71000000,96153.85000000,96153.86000000,515.37368000,1732859999999,49662402.22018520,79394,217.80245,20988608.6730612,0,-20988390.8706112
2024-11-29 06:00:00,96153.86000000,96358.00000000,95997.85000000,96266.19000000,626.08590000,1732863599999,60213173.95557190,130124,307.28807,29554554.1864098,0,-29554246.8983398
2024-11-29 07:00:00,96266.18000000,96416.34000000,95600.03000000,95625.05000000,1186.42089000,1732867199999,113806150.38368360,152154,474.90269,45564181.6418893,0,-45563706.739199296
2024-11-29 08:00:00,95625.05000000,95998.76000000,95616.00000000,95979.99000000,751.73481000,1732870799999,72034539.86866650,121033,431.13188,41311136.0842981,0,-41310704.9524181
2024-11-29 09:00:00,95980.00000000,96482.61000000,95870.71000000,96355.39000000,851.51172000,1732874399999,81929417.75833070,136195,476.06487,45812933.2880405,0,-45812457.2231705
2024-11-29 10:00:00,96355.39000000,96849.00000000,96293.61000000,96844.01000000,1116.53171000,1732877999999,107889528.22806130,197397,657.66842,63547360.3402338,0,-63546702.6718138
2024-11-29 11:00:00,96844.00000000,97358.21000000,96548.00000000,97237.91000000,1444.65653000,1732881599999,140105296.89843150,231360,893.94795,86707702.4273164,0,-86706808.47936639
2024-11-29 12:00:00,97237.91000000,97500.00000000,96876.82000000,96929.07000000,1711.23986000,1732885199999,166431918.67981190,276360,926.14597,90111068.3277394,0,-90110142.1817694
2024-11-29 13:00:00,96929.07000000,97259.27000000,96768.00000000,97223.36000000,733.98329000,1732888799999,71168090.93277940,211604,371.2507,36002419.5357065,0,-36002048.2850065
2024-11-29 14:00:00,97223.35000000,98052.00000000,96916.66000000,98002.01000000,2591.48375000,1732892399999,252877820.49912300,419225,1299.96306,126890704.8797825,0,-126889404.91672249
2024-11-29 15:00:00,98002.01000000,98619.99000000,97685.46000000,98019.47000000,3820.86943000,1732895999999,375263002.78946460,526436,1902.47851,186875533.5605934,0,-186873631.0820834
2024-11-29 16:00:00,98019.46000000,98440.00000000,97700.00000000,97779.99000000,1997.13465000,1732899599999,195825628.98326810,344219,907.39671,88980827.0604419,0,-88979919.6637319
2024-11-29 17:00:00,97779.99000000,97810.00000000,96952.00000000,96968.29000000,2113.02564000,1732903199999,205579620.33974810,388111,799.08766,77725293.3342121,0,-77724494.2465521
2024-11-29 18:00:00,96968.28000000,97359.36000000,96853.82000000,97175.99000000,998.21089000,1732906799999,96982507.09444500,403856,514.27737,49967998.9488304,0,-49967484.671460405
2024-11-29 19:00:00,97175.99000000,97481.77000000,96879.53000000,97329.73000000,884.98604000,1732910399999,86017112.77878880,177994,420.79128,40907981.3587429,0,-40907560.5674629
2024-11-29 20:00:00,97329.73000000,97624.62000000,97200.00000000,97307.98000000,724.47274000,1732913999999,70556000.80393110,133883,394.09823,38380703.6068657,0,-38380309.5086357
2024-11-29 21:00:00,97307.98000000,97428.00000000,96981.01000000,97386.07000000,502.29134000,1732917599999,48844798.98796560,131637,236.23578,22972525.0983769,0,-22972288.8625969
2024-11-29 22:00:00,97386.07000000,97477.01000000,97232.00000000,97292.69000000,438.30227000,1732921199999,42673389.05095110,89358,204.75252,19933415.8539755,0,-19933211.101455502
2024-11-29 23:00:00,97292.69000000,97486.27000000,97111.47000000,97460.00000000,895.58814000,1732924799999,87130630.14197840,181693,484.52916,47143488.6628159,0,-47143004.1336559
2024-11-30 00:00:00,97460.00000000,97463.95000000,96946.06000000,96968.06000000,713.95220000,1732928399999,69376200.33387960,195761,258.31381,25098966.0236666,0,-25098707.709856603
2024-11-30 01:00:00,96968.06000000,96968.07000000,96425.21000000,96425.22000000,972.92368000,1732931999999,94072963.86872640,229534,370.11665,35789066.6521308,0,-35788696.5354808
2024-11-30 02:00:00,96425.22000000,96703.68000000,96309.85000000,96609.21000000,724.10767000,1732935599999,69887743.84526330,163311,386.03066,37257195.0815133,0,-37256809.0508533
2024-11-30 03:00:00,96609.20000000,96708.44000000,96394.56000000,96640.02000000,641.59085000,1732939199999,61957741.20994030,130686,321.68222,31069086.0378187,0,-31068764.3555987
2024-11-30 04:00:00,96640.02000000,96730.66000000,96532.70000000,96680.18000000,376.40360000,1732942799999,36380926.56529200,90955,195.83961,18928897.7411618,0,-18928701.9015518
2024-11-30 05:00:00,96680.18000000,97183.51000000,96680.17000000,97102.32000000,636.49230000,1732946399999,61651141.24554960,102932,376.20048,36441438.0651791,0,-36441061.8646991
2024-11-30 06:00:00,97102.33000000,97234.02000000,96602.00000000,96639.66000000,1571.94959000,1732949999999,152348833.95404640,240454,673.66297,65289953.4051936,0,-65289279.7422236
2024-11-30 07:00:00,96639.67000000,96920.00000000,96550.25000000,96783.38000000,812.54565000,1732953599999,78630386.55250390,131794,438.6589,42450470.5836265,0,-42450031.9247265
2024-11-30 08:00:00,96783.38000000,96968.78000000,96699.97000000,96953.49000000,571.60043000,1732957199999,55364822.55989130,104229,316.78433,30685062.9651122,0,-30684746.1807822
2024-11-30 09:00:00,96953.48000000,96953.49000000,96617.05000000,96779.98000000,509.04419000,1732960799999,49243096.90181830,112243,296.65546,28696380.581889,0,-28696083.926429
2024-11-30 10:00:00,96779.98000000,96802.79000000,96121.00000000,96137.48000000,837.68484000,1732964399999,80783112.73162820,290896,348.39535,33596378.4172429,0,-33596030.0218929
2024-11-30 11:00:00,96137.48000000,96444.00000000,96092.01000000,96267.99000000,527.28592000,1732967999999,50776005.82778590,129129,212.04738,20417039.9171817,0,-20416827.8698017
2024-11-30 12:00:00,96267.99000000,96563.98000000,96242.14000000,96553.23000000,419.01373000,1732971599999,40422250.34648310,117295,240.63305,23213738.0625541,0,-23213497.4295041
2024-11-30 13:00:00,96553.23000000,96682.54000000,96404.00000000,96405.34000000,617.96870000,1732975199999,59687686.72665840,132146,369.07428,35653200.1641339,0,-35652831.0898539
2024-11-30 14:00:00,96405.34000000,96720.00000000,96308.00000000,96462.64000000,561.32076000,1732978799999,54192352.60712110,154441,267.41245,25819083.4527019,0,-25818816.0402519
2024-11-30 15:00:00,96462.65000000,96732.15000000,96403.20000000,96645.41000000,462.12069000,1732982399999,44650890.84053980,239271,224.74346,21714640.2199854,0,-21714415.4765254
2024-11-30 16:00:00,96645.42000000,96960.00000000,96531.35000000,96871.31000000,724.01283000,1732985999999,69982664.40527100,197242,439.86031,42516089.2203964,0,-42515649.3600864
2024-11-30 17:00:00,96871.31000000,96964.00000000,96777.77000000,96780.38000000,414.54363000,1732989599999,40158027.17839580,93224,192.4369,18643804.3292098,0,-18643611.8923098
2024-11-30 18:00:00,96780.38000000,97010.00000000,96764.50000000,96966.37000000,364.99285000,1732993199999,35364781.80607190,93416,205.60208,19923554.0545927,0,-19923348.4525127
2024-11-30 19:00:00,96966.37000000,97062.50000000,96876.51000000,97019.68000000,319.04171000,1732996799999,30934793.03094090,67900,132.46352,12844787.8649295,0,-12844655.4014095
2024-11-30 20:00:00,97019.69000000,97040.00000000,96824.78000000,96967.99000000,363.64404000,1733000399999,35251906.34632230,58584,108.83261,10550705.2599046,0,-10550596.4272946
2024-11-30 21:00:00,96967.99000000,96977.69000000,96772.35000000,96792.02000000,307.83913000,1733003999999,29814536.88287000,71793,159.29476,15428365.7761056,0,-15428206.4813456
2024-11-30 22:00:00,96792.03000000,96831.84000000,96344.00000000,96466.11000000,643.55467000,1733007599999,62185814.53897380,95899,326.85207,31590277.5993491,0,-31589950.7472791
2024-11-30 23:00:00,96466.11000000,96592.00000000,96320.99000000,96407.99000000,410.19940000,1733011199999,39554270.39384750,111624,214.32172,20666623.5478652,0,-20666409.2261452
2024-12-01 00:00:00,96407.99000000,96672.49000000,96260.00000000,96340.60000000,532.95388000,1733014799999,51410648.79613400,154693,246.27919,23756467.1020911,0,-23756220.8229011
2024-12-01 01:00:00,96340.61000000,96516.00000000,96044.21000000,96106.62000000,756.83521000,1733018399999,72903934.16272580,171501,273.29283,26324707.7217942,0,-26324434.428964198
2024-12-01 02:00:00,96106.62000000,96518.88000000,95693.88000000,95776.22000000,1892.57481000,1733021999999,181924955.15246880,299382,846.69151,81416187.5952797,0,-81415340.90376969
2024-12-01 03:00:00,95776.22000000,96441.72000000,95770.03000000,96336.75000000,439.67101000,1733025599999,42280948.27671720,134345,241.78429,23248405.7398342,0,-23248163.9555442
2024-12-01 04:00:00,96336.76000000,96515.52000000,96195.99000000,96515.52000000,425.10396000,1733029199999,40949246.56874050,96234,266.74539,25696955.8722878,0,-25696689.126897797
2024-12-01 05:00:00,96515.51000000,96515.51000000,96284.51000000,96308.83000000,342.77205000,1733032799999,33051773.10047830,104284,113.13367,10909072.6884779,0,-10908959.5548079
2024-12-01 06:00:00,96308.82000000,96483.98000000,96284.52000000,96327.66000000,284.94834000,1733036399999,27468408.23304250,65621,128.24562,12363314.081152,0,-12363185.835532
2024-12-01 07:00:00,96327.65000000,96490.62000000,96299.10000000,96472.97000000,232.07707000,1733039999999,22373320.97841380,67765,111.136,10713801.1032674,0,-10713689.9672674
2024-12-01 08:00:00,96472.97000000,97179.04000000,96424.99000000,97048.01000000,1566.85489000,1733043599999,151897152.73261820,240066,819.54099,79429890.7915794,0,-79429071.2505894
2024-12-01 09:00:00,97048.00000000,97098.53000000,96853.82000000,97030.15000000,447.52809000,1733047199999,43383082.92988220,92024,199.98495,19386922.946964,0,-19386722.962014
2024-12-01 10:00:00,97030.15000000,97036.00000000,96535.87000000,96811.99000000,372.85396000,1733050799999,36088601.95015390,89368,142.03576,13744751.3380603,0,-13744609.3023003
2024-12-01 11:00:00,96811.99000000,97140.00000000,96811.99000000,97108.89000000,416.13015000,1733054399999,40366674.99249260,89293,232.22275,22525014.4728266,0,-22524782.2500766
2024-12-01 12:00:00,97108.89000000,97130.56000000,96774.48000000,96774.49000000,619.39670000,1733057999999,60068114.71903430,125144,239.91096,23261896.9470994,0,-23261657.0361394
2024-12-01 13:00:00,96774.48000000,97388.78000000,96660.88000000,97071.93000000,1269.18144000,1733061599999,123193064.80912730,200987,667.4716,64826792.4508343,0,-64826124.97923429
2024-12-01 14:00:00,97071.93000000,97332.88000000,96968.25000000,97289.78000000,723.39318000,1733065199999,70284321.59006360,181254,341.10705,33142564.933016,0,-33142223.825965997
2024-12-01 15:00:00,97289.77000000,97311.95000000,96960.51000000,97028.02000000,648.10982000,1733068799999,62957093.25821540,225872,249.81008,24268205.9127031,0,-24267956.1026231
2024-12-01 16:00:00,97028.02000000,97333.00000000,97000.00000000,97187.98000000,1175.84041000,1733072399999,114278933.30750830,144044,695.55339,67584472.2880477,0,-67583776.7346577
2024-12-01 17:00:00,97187.98000000,97299.98000000,97035.02000000,97299.97000000,499.07351000,1733075999999,48484898.84613060,105189,233.47243,22679158.4144025,0,-22678924.9419725
2024-12-01 18:00:00,97299.97000000,97523.41000000,97095.23000000,97118.69000000,690.43406000,1733079599999,67225357.41032070,103684,374.78991,36499943.6025396,0,-36499568.812629595
2024-12-01 19:00:00,97118.69000000,97306.59000000,96958.48000000,97178.73000000,602.77541000,1733083199999,58542737.37294570,121658,287.68674,27941801.4343385,0,-27941513.7475985
2024-12-01 20:00:00,97178.73000000,97200.00000000,96800.01000000,97099.99000000,608.28813000,1733086799999,58975216.26976150,135584,243.31139,23594996.6321392,0,-23594753.320749197
2024-12-01 21:00:00,97099.99000000,97780.00000000,97052.16000000,97767.62000000,672.45318000,1733090399999,65529069.05009580,106500,399.15499,38898126.2341891,0,-38897727.0791991
2024-12-01 22:00:00,97767.61000000,97836.00000000,97384.00000000,97562.56000000,769.64210000,1733093999999,75083886.48131940,104781,321.89357,31406725.3939127,0,-31406403.5003427
2024-12-01 23:00:00,97562.56000000,97771.04000000,97170.50000000,97185.18000000,949.71316000,1733097599999,92606185.61783020,182927,439.64063,42868864.4968011,0,-42868424.8561711
2024-12-02 00:00:00,97185.17000000,97613.08000000,97068.84000000,97436.75000000,1101.06797000,1733101199999,107157635.93181810,330525,591.12355,57531326.7765036,0,-57530735.6529536
2024-12-02 01:00:00,97436.75000000,98130.00000000,97405.26000000,97964.93000000,1944.92206000,1733104799999,190207313.03015390,299619,1204.59749,117806925.4293144,0,-117805720.8318244
2024-12-02 02:00:00,97964.93000000,98050.00000000,97445.87000000,97644.76000000,911.50431000,1733108399999,89020675.21659680,215414,368.03609,35944652.2465572,0,-35944284.2104672
2024-12-02 03:00:00,97644.75000000,97662.60000000,96350.00000000,96483.75000000,1435.45466000,1733111999999,139365982.97900510,292057,529.64603,51412547.5644796,0,-51412017.918449596
2024-12-02 04:00:00,96483.75000000,96841.27000000,96077.00000000,96708.00000000,2113.72725000,1733115599999,203819731.70533570,425879,1166.31597,112471056.5354807,0,-112469890.21951069
2024-12-02 05:00:00,96708.00000000,96924.00000000,96349.01000000,96359.99000000,704.32952000,1733119199999,68087069.49552660,192573,288.56226,27894536.8216549,0,-27894248.259394903
2024-12-02 06:00:00,96359.99000000,96434.02000000,96141.43000000,96279.99000000,774.11264000,1733122799999,74515662.65972230,176051,347.53154,33454321.2798475,0,-33453973.7483075
2024-12-02 07:00:00,96279.99000000,96465.38000000,95749.97000000,95999.99000000,1786.28249000,1733126399999,171482587.17706730,244182,838.60803,80505343.5150308,0,-80504504.9070008
2024-12-02 08:00:00,95999.99000000,96112.00000000,94872.00000000,95053.66000000,2561.69785000,1733129999999,244023658.63830680,488010,1096.91536,104456278.9189927,0,-104455182.0036327
2024-12-02 09:00:00,95053.66000000,95546.21000000,94967.32000000,95493.18000000,1323.54796000,1733133599999,126068786.41625900,355109,793.50067,75585138.4962842,0,-75584344.9956142
2024-12-02 10:00:00,95492.81000000,95496.75000000,94820.41000000,94972.01000000,1297.52641000,1733137199999,123362050.26067960,362957,607.59833,57769035.6894795,0,-57768428.0911495
2024-12-02 11:00:00,94972.01000000,95332.80000000,94868.33000000,95128.68000000,1117.08285000,1733140799999,106262751.32141900,274645,586.07613,55753964.1276989,0,-55753378.051568896
2024-12-02 12:00:00,95128.67000000,95407.64000000,94766.00000000,94972.02000000,1125.17789000,1733144399999,107016382.71425180,204649,516.57476,49140315.2631664,0,-49139798.6884064
2024-12-02 13:00:00,94972.03000000,95822.61000000,94837.77000000,95679.99000000,1636.29258000,1733147999999,156317361.39437110,343290,829.93764,79279043.6240924,0,-79278213.6864524
2024-12-02 14:00:00,95679.99000000,96814.73000000,95501.00000000,96321.27000000,2094.23553000,1733151599999,201511905.03115760,408208,1052.18495,101228973.3173186,0,-101227921.13236861
2024-12-02 15:00:00,96321.27000000,97214.77000000,95701.53000000,97048.00000000,3441.97446000,1733155199999,332889122.31541740,529167,1789.20836,173127806.3431255,0,-173126017.1347655
