timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2024-11-26 03:00:00,94587.99000000,94700.12000000,94234.59000000,94464.00000000,1036.34148000,1732593599999,97931446.67300770,158268,468.65865000,44284228.98592150,0
2024-11-26 04:00:00,94464.00000000,94536.79000000,94048.49000000,94309.52000000,1033.57893000,1732597199999,97506088.50538060,179449,501.76154000,47337535.78055730,0
2024-11-26 05:00:00,94309.52000000,94676.00000000,94188.23000000,94647.96000000,938.12181000,1732600799999,88615226.03052080,163308,410.90790000,38806804.09024660,0
2024-11-26 06:00:00,94647.96000000,94973.37000000,94450.00000000,94495.96000000,864.96111000,1732604399999,81929199.68697690,204243,401.26296000,38011655.42730100,0
2024-11-26 07:00:00,94495.96000000,94510.48000000,93500.08000000,93785.71000000,1885.36431000,1732607999999,177004471.25707620,444689,919.91085000,86339070.96058490,0
2024-11-26 08:00:00,93785.72000000,93785.72000000,92326.31000000,93142.85000000,4451.53471000,1732611599999,413152946.81472410,566789,2242.99983000,208153595.73578400,0
2024-11-26 09:00:00,93142.85000000,93732.00000000,93064.00000000,93519.62000000,2198.13475000,1732615199999,205331899.46856060,473122,1163.26456000,108647210.07761100,0
2024-11-26 10:00:00,93519.61000000,93750.00000000,92272.72000000,92327.99000000,2566.71282000,1732618799999,238396151.93575700,560122,1249.51643000,116032388.98930280,0
2024-11-26 11:00:00,92327.99000000,92686.44000000,91466.52000000,92356.85000000,4376.55360000,1732622399999,402678203.65668040,826217,2153.17368000,198167520.63566660,0
2024-11-26 12:00:00,92356.84000000,92670.00000000,91784.86000000,92164.21000000,3215.96285000,1732625999999,296514749.79316070,609826,1593.41735000,146903296.31121120,0
2024-11-26 13:00:00,92164.21000000,92920.00000000,91914.61000000,92168.84000000,2731.84235000,1732629599999,252496154.89710650,485462,1506.28877000,139203929.59774090,0
2024-11-26 14:00:00,92168.84000000,93546.20000000,91739.70000000,93274.15000000,4131.32937000,1732633199999,382634041.72736330,670185,2212.71700000,204918614.26934250,0
2024-11-26 15:00:00,93274.14000000,93559.00000000,92316.71000000,92813.00000000,3099.99558000,1732636799999,288569698.60731820,645334,1531.25303000,142530166.13324420,0
2024-11-26 16:00:00,92812.99000000,94685.60000000,92692.00000000,94029.43000000,3367.10928000,1732640399999,316469131.10122900,507188,1788.04858000,168013493.90559570,0
2024-11-26 17:00:00,94029.42000000,94044.00000000,93425.16000000,93547.99000000,1825.51046000,1732643999999,171062874.26103790,363028,794.50762000,74453267.14867120,0
2024-11-26 18:00:00,93547.99000000,93632.00000000,92000.00000000,92119.99000000,2396.58272000,1732647599999,221905827.13298650,525186,1089.51214000,100876521.00855820,0
2024-11-26 19:00:00,92120.00000000,92670.28000000,91554.11000000,91683.89000000,3039.36680000,1732651199999,279661504.74318180,510678,1547.69692000,142409598.98837350,0
2024-11-26 20:00:00,91683.90000000,92040.00000000,90791.10000000,91036.01000000,4496.09161000,1732654799999,410861498.50754580,649328,2155.47501000,196975803.20756070,0
2024-11-26 21:00:00,91036.00000000,91919.83000000,90850.45000000,91700.08000000,1927.03485000,1732658399999,176191681.53603950,391907,1097.37669000,100346884.00669460,0
2024-11-26 22:00:00,91700.09000000,92364.00000000,91543.86000000,91811.14000000,1753.92386000,1732661999999,161445463.29541470,244575,992.71809000,91357770.49648970,0
2024-11-26 23:00:00,91811.14000000,92068.00000000,91588.00000000,91965.16000000,1313.35950000,1732665599999,120633041.55540520,204202,675.11566000,62012329.26151080,0
2024-11-27 00:00:00,91965.16000000,92428.58000000,91792.14000000,91939.33000000,1258.85709000,1732669199999,115959026.31097760,260031,634.40826000,58440634.72236270,0
2024-11-27 01:00:00,91939.33000000,92813.92000000,91824.34000000,92753.86000000,1552.30509000,1732672799999,143435588.11851610,278180,841.04227000,77724363.05480680,0
2024-11-27 02:00:00,92753.86000000,93037.38000000,92304.80000000,92943.34000000,1337.36368000,1732676399999,124053707.53122440,250574,610.23710000,56608711.47422880,0
2024-11-27 03:00:00,92943.34000000,92946.10000000,92521.73000000,92588.00000000,1407.05432000,1732679999999,130511550.89465020,208049,613.16012000,56872381.73867590,0
2024-11-27 04:00:00,92588.00000000,93211.20000000,92500.00000000,92568.00000000,1553.55520000,1732683599999,144232716.56038030,203290,693.77581000,64436143.41860310,0
2024-11-27 05:00:00,92568.00000000,92815.23000000,92361.66000000,92768.01000000,886.15723000,1732687199999,82082925.39100520,148553,394.87625000,36579427.08913730,0
2024-11-27 06:00:00,92768.01000000,93393.19000000,92768.01000000,93068.16000000,1418.27916000,1732690799999,132098373.26746980,180847,676.82219000,63036917.58874550,0
2024-11-27 07:00:00,93068.15000000,93648.00000000,93024.00000000,93597.16000000,982.28053000,1732694399999,91749832.16011720,157950,497.50167000,46472117.05795050,0
2024-11-27 08:00:00,93597.16000000,93609.93000000,93236.01000000,93433.21000000,1196.09475000,1732697999999,111731088.88135810,141301,695.58768000,64973707.12122170,0
2024-11-27 09:00:00,93433.20000000,93492.98000000,93109.12000000,93403.50000000,849.82941000,1732701599999,79272694.91944320,188700,447.10144000,41708179.47957320,0
2024-11-27 10:00:00,93403.49000000,93885.60000000,93353.82000000,93821.35000000,1020.37533000,1732705199999,95563881.43222400,210265,517.50101000,48471221.61919370,0
2024-11-27 11:00:00,93821.35000000,93823.34000000,93316.87000000,93367.99000000,927.71240000,1732708799999,86764494.59363780,207140,436.82555000,40854913.76052370,0
2024-11-27 12:00:00,93367.99000000,93500.00000000,92847.84000000,93499.99000000,1362.34844000,1732712399999,126917747.52543950,250007,651.01723000,60657306.66295900,0
2024-11-27 13:00:00,93499.99000000,94264.00000000,93416.00000000,94264.00000000,1732.88941000,1732715999999,162511581.83498980,309505,924.56467000,86728019.02477970,0
2024-11-27 14:00:00,94264.00000000,94885.00000000,94106.74000000,94833.41000000,2687.68780000,1732719599999,253984892.38955610,459927,1403.46287000,132642634.22246940,0
2024-11-27 15:00:00,94833.42000000,95850.00000000,94316.00000000,95556.01000000,4085.67328000,1732723199999,388698360.74593780,610184,2271.65683000,216176280.42063140,0
2024-11-27 16:00:00,95556.00000000,96333.10000000,95184.79000000,95689.19000000,3735.98049000,1732726799999,357926238.25429160,611204,1731.48414000,165935069.37587400,0
2024-11-27 17:00:00,95689.18000000,96300.00000000,95300.90000000,96247.24000000,2172.15499000,1732730399999,208248992.04098050,372712,953.20994000,91393025.43878050,0
2024-11-27 18:00:00,96247.24000000,96539.33000000,96004.00000000,96119.51000000,2183.10482000,1732733999999,210121580.62190420,369767,875.23602000,84244616.84202840,0
2024-11-27 19:00:00,96119.51000000,96631.68000000,95893.13000000,96627.99000000,1434.64526000,1732737599999,138143960.95458740,313939,667.18481000,64248465.30220590,0
2024-11-27 20:00:00,96627.99000000,97208.21000000,96312.01000000,96482.75000000,2769.17906000,1732741199999,268094054.99490830,399359,1514.97264000,146680474.86509290,0
2024-11-27 21:00:00,96482.96000000,96595.00000000,96052.39000000,96267.86000000,1587.26456000,1732744799999,152850974.53416080,203525,742.24604000,71470727.18203320,0
2024-11-27 22:00:00,96267.87000000,96520.00000000,96035.00000000,96047.47000000,1228.85624000,1732748399999,118289739.81569410,132920,584.44841000,56262750.31983190,0
2024-11-27 23:00:00,96047.47000000,96183.01000000,95731.72000000,95863.11000000,1783.77880000,1732751999999,171114507.84411110,180761,938.25950000,90002549.52590950,0
2024-11-28 00:00:00,95863.11000000,96564.00000000,95722.22000000,96552.01000000,1430.37340000,1732755599999,137398308.10100850,226507,715.70911000,68759218.34483160,0
2024-11-28 01:00:00,96552.00000000,96552.52000000,96084.00000000,96273.95000000,1230.16331000,1732759199999,118386550.15020550,186255,572.16242000,55062146.82637360,0
2024-11-28 02:00:00,96273.94000000,96439.69000000,95624.01000000,95699.79000000,1574.70118000,1732762799999,151409573.31769020,173166,680.94048000,65491191.90230310,0
2024-11-28 03:00:00,95699.79000000,95789.33000000,94822.54000000,95471.43000000,2040.46488000,1732766399999,194445083.44583220,291902,974.34458000,92839423.14308940,0
2024-11-28 04:00:00,95471.44000000,95840.65000000,95338.08000000,95742.72000000,1348.18004000,1732769999999,128937748.88400030,162099,729.10314000,69736575.57601110,0
2024-11-28 05:00:00,95742.73000000,95922.39000000,95350.22000000,95443.43000000,1214.96792000,1732773599999,116167936.41332990,125169,630.71325000,60313112.85238130,0
2024-11-28 06:00:00,95443.44000000,95692.00000000,95063.15000000,95479.07000000,1427.20010000,1732777199999,136126475.07182150,151439,739.98426000,70582827.04987430,0
2024-11-28 07:00:00,95479.07000000,95757.08000000,95218.01000000,95299.66000000,1024.65086000,1732780799999,97923634.85912090,148230,499.17615000,47715211.08418710,0
2024-11-28 08:00:00,95299.66000000,95615.45000000,95090.00000000,95456.01000000,929.59955000,1732784399999,88648176.64422670,151378,485.42737000,46297284.23454710,0
2024-11-28 09:00:00,95456.02000000,95507.62000000,94940.10000000,94976.00000000,872.54696000,1732787999999,83074450.04098010,132683,342.81245000,32640358.88663250,0
2024-11-28 10:00:00,94976.00000000,95149.61000000,94640.00000000,94958.74000000,1675.94679000,1732791599999,159045616.85519250,227374,766.09251000,72694803.96412660,0
2024-11-28 11:00:00,94958.74000000,95780.00000000,94760.84000000,95452.01000000,1273.93260000,1732795199999,121321808.82943410,261315,668.61978000,63686055.45517340,0
2024-11-28 12:00:00,95452.00000000,95688.68000000,95204.00000000,95484.01000000,928.57105000,1732798799999,88617954.17160860,225820,433.96751000,41425606.96948430,0
2024-11-28 13:00:00,95484.01000000,95777.76000000,95025.13000000,95711.25000000,1160.45403000,1732802399999,110660795.02636100,325394,619.52247000,59090962.11590840,0
2024-11-28 14:00:00,95711.24000000,96221.80000000,95359.18000000,95376.04000000,1807.71904000,1732805999999,173066156.70075060,460994,906.75287000,86830772.09592980,0
2024-11-28 15:00:00,95376.03000000,95508.94000000,94900.00000000,95007.14000000,1651.54390000,1732809599999,157228525.72060650,402777,809.67956000,77086083.68143640,0
2024-11-28 16:00:00,95007.15000000,95308.00000000,94817.00000000,94972.00000000,1029.97590000,1732813199999,97946779.00795310,284580,483.82186000,46009581.19796280,0
2024-11-28 17:00:00,94972.00000000,95240.00000000,94821.77000000,94864.31000000,1122.59940000,1732816799999,106705912.61350370,208544,762.41778000,72471651.65674830,0
2024-11-28 18:00:00,94864.32000000,95329.58000000,94854.16000000,95290.21000000,811.99521000,1732820399999,77247076.80269340,149334,512.21319000,48726899.31305100,0
2024-11-28 19:00:00,95290.21000000,95435.68000000,95024.00000000,95119.48000000,714.25570000,1732823999999,67978063.51753570,129754,330.42063000,31456962.87734520,0
2024-11-28 20:00:00,95119.48000000,95131.53000000,94698.00000000,94820.01000000,810.83116000,1732827599999,76905821.22637030,120740,487.13996000,46198253.57744080,0
2024-11-28 21:00:00,94820.00000000,95164.00000000,94809.52000000,95099.99000000,1023.53283000,1732831199999,97259481.32730520,129308,578.77879000,55008092.95101220,0
2024-11-28 22:00:00,95100.00000000,95651.82000000,95008.22000000,95651.79000000,907.44782000,1732834799999,86495778.81751940,144467,624.23578000,59488780.61597320,0
2024-11-28 23:00:00,95651.78000000,96023.48000000,95530.24000000,95643.98000000,802.88994000,1732838399999,76863883.71455990,168932,451.65731000,43239984.70337120,0
2024-11-29 00:00:00,95643.99000000,95825.40000000,95364.99000000,95476.01000000,643.65307000,1732841999999,61534054.19656400,164468,321.37433000,30726635.20213200,0
2024-11-29 01:00:00,95476.00000000,95970.56000000,95407.20000000,95920.00000000,542.26396000,1732845599999,51875616.29679500,152723,287.98853000,27552797.25386240,0
2024-11-29 02:00:00,95920.01000000,96859.00000000,95903.93000000,96739.98000000,1265.34857000,1732849199999,122071261.49985100,221966,754.30899000,72762270.53949370,0
2024-11-29 03:00:00,96739.99000000,96812.24000000,96436.51000000,96590.36000000,757.51091000,1732852799999,73191849.96047610,134172,303.72758000,29345370.05023500,0
2024-11-29 04:00:00,96590.35000000,96630.09000000,96236.99000000,96263.83000000,589.10252000,1732856399999,56787218.28541550,88708,252.99901000,24383275.34858730,0
2024-11-29 05:00:00,96263.84000000,96540.71000000,96153.85000000,96153.86000000,515.37368000,1732859999999,49662402.22018520,79394,217.80245000,20988608.67306120,0
2024-11-29 06:00:00,96153.86000000,96358.00000000,95997.85000000,96266.19000000,626.08590000,1732863599999,60213173.95557190,130124,307.28807000,29554554.18640980,0
2024-11-29 07:00:00,96266.18000000,96416.34000000,95600.03000000,95625.05000000,1186.42089000,1732867199999,113806150.38368360,152154,474.90269000,45564181.64188930,0
2024-11-29 08:00:00,95625.05000000,95998.76000000,95616.00000000,95979.99000000,751.73481000,1732870799999,72034539.86866650,121033,431.13188000,41311136.08429810,0
2024-11-29 09:00:00,95980.00000000,96482.61000000,95870.71000000,96355.39000000,851.51172000,1732874399999,81929417.75833070,136195,476.06487000,45812933.28804050,0
